	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900	ERR2523251	ERR2523252	ERR2523253	ERR2523254	ERR2523255	ERR2523256	ERR2523257	ERR2523258	ERR2523259	ERR2523260	ERR2523261	ERR2523262	ERR2523263	ERR2523264	ERR2523265	ERR2523266	ERR2523267	ERR2523268	ERR2523269	ERR2523270	ERR2523271	ERR2523272	ERR2523273	ERR2523274	ERR2523275	ERR2523276	ERR2523277	ERR2523278	ERR2523279	ERR2523280
OTU_dn_650	4	8	0	1	6	2	7	1	11	2	7	2	4	4	9	7	3	3	7	6	7	7	1	6	3	4	13	4	4	1	5	4	8	18	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AM490403.1.1451	1	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	8	0	1	0	2	0	0	0	2	0	0	5	0	1	0	1	2	0	0	2	1	0	0	1	5	1	3	2	1	1
OTU_dn_694	10	3	2	8	5	9	7	2	6	5	5	3	5	2	7	6	3	5	4	3	5	3	4	8	4	10	10	2	4	9	2	5	7	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ088104.1.1338	4	4	3	5	7	10	7	5	17	12	17	8	3	8	9	17	11	5	9	10	7	11	4	8	11	8	10	11	17	9	9	10	7	5	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
AATN01001290.251.1721	20	48	3	14	36	42	44	13	32	31	37	21	59	59	61	28	66	26	49	30	44	41	56	38	22	25	39	39	29	32	23	41	90	97	88	69	134	131	144	136	93	54	114	85	132	117	125	135	169	99	87	105	148	80	124	127	97	90	73	122	58	67	110	69	78	96
AY289397.1.1425	38	40	2	78	28	8	33	2	8	9	20	6	11	16	14	15	11	1	12	4	12	7	16	11	12	9	10	28	8	30	6	9	25	16	30	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_307	4	6	1	6	22	4	8	4	0	2	1	1	16	1	5	2	3	1	3	0	2	2	19	6	7	2	5	5	0	1	1	6	7	4	5	11	0	0	0	0	7	10	15	41	2	1	18	4	0	1	72	39	6	1	3	2	5	8	16	0	0	0	2	2	4	5
AJ616288.1.1311	3	1	0	0	3	0	0	1	3	1	0	0	0	1	3	0	2	0	0	0	0	1	2	1	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF018838.1.1401	2	4	0	0	0	0	1	0	2	0	0	0	1	3	5	0	1	0	6	0	0	2	0	1	1	0	2	3	1	0	0	3	7	3	1	4	30	39	23	58	17	19	29	21	15	32	50	16	44	41	23	38	74	39	45	39	29	18	38	34	10	60	35	14	24	33
JF265850.1.1359	46	71	34	41	49	55	28	36	23	40	19	20	73	42	29	26	22	52	23	14	19	29	38	28	33	30	23	45	14	25	21	22	27	24	15	27	92	73	69	76	337	348	512	352	383	427	506	497	456	464	488	445	414	438	357	249	339	412	494	461	320	326	624	191	245	295
KT835570.1.1453	11	7	0	6	4	1	10	1	4	4	2	2	4	15	15	6	7	1	4	1	3	6	2	4	3	3	11	1	5	4	10	8	9	11	18	23	0	3	4	8	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	2	0	0	0	0	0	1
JX223090.1.1452	85	164	15	119	171	58	133	32	118	75	95	93	147	107	114	95	148	41	187	86	50	77	82	105	78	44	80	182	70	130	59	130	330	254	197	215	5	5	1	1	2	1	3	4	4	0	2	0	0	3	2	1	1	2	3	5	3	2	0	1	0	3	0	5	2	1
HM061819.1.1471	20	35	14	30	21	36	53	11	65	31	46	46	65	125	85	64	61	16	115	39	55	61	27	56	34	46	76	119	45	86	58	45	323	213	154	218	19	23	18	25	37	25	19	35	21	12	35	52	21	14	21	14	32	20	14	32	22	38	17	8	5	15	34	20	40	38
JN697961.1.1372	456	214	156	717	50	1329	1431	252	271	438	163	248	148	83	131	119	355	442	203	169	372	109	345	627	322	166	311	162	634	52	111	111	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ369056.1.1320	39	6	8	55	1	8	2	7	1	17	5	5	6	4	2	1	3	3	1	5	1	3	5	0	14	7	5	5	2	4	1	1	38	9	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KJ191776.1.1462	11	17	1	4	5	15	8	10	7	6	2	11	8	19	12	5	5	0	10	8	13	5	8	5	2	5	9	24	10	5	6	6	19	26	13	22	2	2	0	0	0	1	5	3	4	4	3	1	8	2	16	11	11	8	3	3	5	3	23	1	1	7	29	3	2	6
OTU_dn_26	168	61	261	43	29	173	97	82	12	112	8	8	50	10	2	4	11	88	3	29	23	6	33	15	34	9	24	45	3	9	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
EF515885.1.1425	9	28	4	15	26	13	42	5	34	19	18	23	34	24	45	19	28	7	20	20	21	15	21	31	25	23	29	18	10	10	15	43	25	46	22	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB487659.1.1338	48	77	23	68	27	28	64	32	35	39	35	34	77	74	60	39	49	26	51	36	32	30	65	54	42	48	74	82	40	67	32	43	240	271	208	223	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JF796778.1.1361	13	7	11	15	7	2	5	3	8	8	10	7	10	10	9	7	9	9	10	5	11	6	1	2	1	11	5	10	9	6	7	4	11	10	6	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_567	49	0	74	25	2	3	4	30	0	18	0	2	0	0	0	0	0	41	0	5	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB252876.1.1484	8	4	2	4	8	11	9	4	9	8	6	8	11	14	13	5	10	6	17	13	14	6	6	4	2	2	10	14	11	2	7	4	27	39	35	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN391937.1.1490	114	99	255	53	19	24	37	27	31	70	70	144	99	56	40	56	38	102	15	79	69	56	51	39	120	82	52	9	25	9	4	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF037870.1.1478	8	28	3	15	19	25	30	7	18	7	9	19	24	9	12	14	17	12	12	16	16	8	27	15	7	4	12	29	11	10	21	15	10	7	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3141	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
GU983367.1.1441	324	7	175	112	56	2	13	12	21	63	40	59	95	33	27	16	10	171	14	26	27	13	13	20	28	31	47	16	11	12	15	26	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_262	195	0	0	38	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU881105.1.1535	24	20	9	28	15	16	16	14	26	22	12	20	24	34	30	24	24	7	20	26	22	32	30	21	15	15	24	5	16	9	17	17	32	56	47	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM274116.1.1360	25	178	19	52	28	67	108	33	69	53	45	83	91	34	59	70	24	68	64	60	58	14	108	30	48	27	47	17	32	14	20	24	6	4	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN421512.1.1361	164	229	165	379	227	304	222	116	102	264	85	189	180	81	62	67	68	150	77	127	114	82	381	179	130	84	150	217	44	85	59	98	36	21	29	28	0	0	0	0	1	4	4	5	4	1	2	1	1	0	3	3	10	1	2	2	2	2	3	2	2	0	3	1	0	1
OTU_dn_12	77	156	42	162	96	259	133	96	51	162	39	45	136	28	50	27	10	141	35	28	41	18	236	34	35	10	42	12	12	11	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4829	1	2	1	0	2	5	6	3	0	5	1	0	4	0	1	5	0	1	0	4	0	2	3	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF712575.1.1502	8	20	5	7	8	13	17	11	18	11	28	15	17	25	25	7	30	12	19	10	7	19	13	13	18	10	15	46	4	29	26	19	50	48	66	54	11	3	6	8	6	0	2	1	3	3	3	5	1	5	0	0	2	1	0	3	1	0	1	0	0	1	5	4	4	6
DQ413106.1.1509	19	21	6	18	10	11	16	6	42	9	22	7	16	16	30	13	15	6	26	24	20	23	20	26	12	6	27	10	24	9	29	17	78	50	28	47	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FR675957.1.1392	124	365	120	133	503	475	472	229	341	411	688	366	580	337	418	418	433	314	441	283	441	346	618	916	968	515	621	997	457	491	224	648	140	99	96	65	0	0	1	0	4	38	9	63	3	11	6	4	5	3	8	17	1	3	0	2	20	7	22	3	1	10	32	3	24	13
OTU_dn_875	5	5	0	5	6	1	7	3	1	0	4	1	8	4	4	1	2	0	2	3	2	3	3	0	0	2	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1398	1	4	0	1	1	2	2	0	3	0	0	0	0	0	0	1	1	1	2	3	1	0	1	1	0	0	3	6	1	4	3	1	2	9	10	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ263856.1.1471	9	16	19	26	11	37	12	15	3	18	4	10	15	11	6	3	8	21	5	6	6	2	5	10	4	23	7	1	9	0	6	4	2	1	0	1	75	54	43	72	271	385	287	334	289	373	195	238	208	183	306	347	207	222	152	112	460	283	238	170	134	169	433	47	207	197
GU208467.1.1450	39	82	83	18	92	112	60	64	56	136	39	62	102	23	24	45	47	117	49	53	46	52	64	65	97	97	72	35	40	23	29	79	2	0	0	1	0	0	0	2	0	0	1	2	0	2	0	1	1	0	2	1	0	3	1	3	0	0	0	3	1	0	2	4	2	3
DQ404823.1.1537	10	43	0	28	9	10	16	2	1	7	0	0	6	0	0	0	0	0	0	0	0	4	3	0	4	2	1	3	0	1	0	1	2	1	1	2	1	4	14	5	11	5	7	9	5	1	1	7	5	1	0	1	6	1	4	1	2	13	3	3	0	0	5	8	11	10
FM865684.1.1487	108	16	37	42	17	50	26	26	46	35	50	30	30	8	25	18	21	37	18	23	45	59	11	65	60	69	42	14	56	32	15	14	0	4	2	0	0	0	0	0	0	1	2	2	1	3	0	1	1	2	7	4	2	1	4	1	0	0	2	0	1	3	6	1	1	3
OTU_dn_478	19	2	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	22	14	44	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ451458.1.1487	1	2	0	4	1	8	8	3	4	3	8	4	4	3	5	6	6	2	3	9	9	3	4	2	5	2	6	5	7	7	5	5	4	1	2	1	1	4	2	0	1	0	2	2	4	4	2	0	6	4	1	2	1	1	3	3	4	1	1	1	2	2	8	6	0	1
AY395410.1.1391	29	51	16	41	42	39	47	22	38	44	36	23	51	38	26	24	56	34	41	21	25	27	29	36	38	25	15	95	17	44	15	24	30	39	30	26	3	1	0	0	0	0	0	0	0	0	2	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0
FR872466.1.1421	116	112	355	87	113	245	122	296	298	235	191	403	98	180	186	212	251	254	199	718	351	479	207	191	312	709	334	271	430	161	570	252	5	5	5	2	0	0	0	0	13	26	5	40	4	11	1	3	1	5	6	7	6	6	1	1	4	3	5	6	11	2	4	2	6	12
OTU_dn_9128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF184058.1.1302	1	13	0	2	0	0	0	0	1	0	3	10	1	0	0	1	2	2	0	3	4	0	2	5	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM021254.1.1442	209	390	256	240	482	1036	672	357	506	765	1428	885	425	437	842	707	904	254	669	295	820	479	315	680	1137	1415	1326	469	2935	2569	860	622	10	8	3	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8164	22	27	3	54	2	33	45	9	2	33	1	0	16	1	1	1	0	5	0	1	2	0	19	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_980	3	6	0	6	4	5	7	2	1	3	2	0	2	3	1	3	1	2	1	0	2	0	2	1	0	3	1	8	1	6	0	1	6	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FX555604.35.1919	42	88	69	25	3	110	30	17	44	27	264	53	68	181	169	153	94	25	85	3	184	32	59	106	115	144	108	70	229	399	66	31	0	0	0	0	0	0	0	0	73	101	67	159	9	52	97	23	55	119	94	50	144	53	20	7	51	36	54	42	33	86	19	20	28	7
GDHX01215817.4.1477	473	974	338	674	612	1053	820	354	601	756	689	701	902	402	522	357	769	453	608	588	574	450	871	623	950	758	707	1392	782	569	292	711	248	148	133	222	51	48	31	38	105	96	141	127	101	171	215	108	225	422	193	286	192	297	176	119	84	102	356	185	597	268	271	100	64	79
GQ396841.1.1496	13	56	13	21	33	25	21	20	50	27	33	31	34	48	29	19	45	29	50	30	45	28	52	32	24	13	38	19	33	23	41	27	45	48	43	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF516880.1.1485	20	12	4	23	9	28	24	9	17	11	5	27	39	19	31	11	17	10	27	16	22	14	36	14	3	5	23	0	16	6	19	14	28	43	35	34	19	21	23	36	9	11	13	7	6	7	20	6	7	7	9	7	12	5	7	10	10	19	3	16	5	0	2	8	10	5
DQ450728.1.1353	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM061958.1.1474	13	10	1	6	0	0	2	0	3	0	2	4	2	1	3	3	1	0	2	1	6	1	0	2	2	2	3	3	2	0	1	3	2	4	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HO382837.113.1331	90	234	167	205	201	259	151	202	123	318	219	135	237	116	115	75	245	189	139	115	218	155	224	233	299	312	191	293	240	150	83	146	2	4	1	3	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	3	0	4	0	0	0	0	0	0	0	1	1	0	0	0
FN421726.1.1361	129	214	130	101	74	379	160	150	104	76	167	186	63	104	60	152	174	99	43	97	213	188	238	351	478	236	280	144	164	74	167	44	5	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
FM201060.1.1322	40	60	35	57	32	69	40	26	33	50	44	45	51	75	42	33	43	25	43	28	42	22	42	22	33	37	43	67	28	27	31	44	125	109	61	93	216	301	321	270	285	190	236	240	247	208	220	294	242	159	152	204	247	121	138	207	222	277	152	164	108	128	249	171	194	226
FM211709.1.1465	9	11	18	36	14	17	15	9	18	16	18	9	8	8	15	35	21	6	18	25	18	4	16	13	43	11	14	37	10	8	20	14	3	7	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	12	2	0	1	1	0	0
KC331283.1.1517	37	57	16	56	65	81	74	39	24	82	15	19	54	23	14	8	14	52	15	22	15	12	71	16	10	8	25	0	15	5	17	24	12	7	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ140324.1.1432	271	233	485	209	163	263	165	490	271	381	192	274	194	175	206	178	225	421	265	247	298	346	228	276	300	461	302	210	403	170	590	211	0	0	1	1	0	0	0	0	47	47	12	123	9	13	9	14	16	15	10	33	25	22	5	3	15	7	12	25	44	12	23	12	32	6
JQ426734.1.1441	35	126	26	98	28	81	98	38	51	53	21	56	82	16	28	55	31	50	36	48	33	14	116	58	69	15	53	26	20	8	13	30	14	4	2	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
JF220758.1.1353	7	6	8	33	1	7	3	0	0	4	2	4	0	4	2	2	0	2	1	0	0	1	0	3	1	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ984594.1.1484	21	0	31	3	0	1	2	0	1	2	0	2	0	0	0	1	0	7	0	1	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM269045.1.1325	8	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HM332419.1.1346	21	6	1	16	3	4	4	5	0	2	1	0	9	1	0	0	4	7	0	2	1	0	1	1	1	2	1	0	0	0	1	0	0	2	2	1	0	0	0	0	0	1	0	5	2	0	5	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0
EU044223.1.1399	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	13	6	6	5	5	4	13	2	5	8	5	2	8	11	5	5	19	14	11	13	3	4	4	12	2	7	4	6	3	9
FJ959381.1.1390	7	3	21	1	2	13	4	12	5	9	3	13	4	3	1	18	9	25	4	9	7	36	9	22	39	6	6	22	4	1	4	3	0	2	2	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
GQ500796.1.1445	19	16	9	20	13	8	9	8	8	16	14	13	17	10	10	11	11	13	9	16	8	5	7	12	6	5	4	11	3	6	10	12	17	13	8	11	0	0	2	0	0	0	0	3	1	2	1	0	0	2	6	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1
OTU_dn_992	5	4	0	8	3	8	11	2	7	5	0	1	9	7	3	4	2	4	5	3	0	0	0	7	3	0	1	0	5	1	3	0	7	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ864072.1.1487	77	150	27	163	118	127	187	43	88	105	57	62	181	106	120	73	130	55	116	96	111	54	108	98	42	57	114	108	91	80	108	72	121	150	104	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
JF118769.1.1354	6	32	5	20	51	20	25	14	7	23	47	14	33	19	16	20	29	14	15	23	13	7	31	23	27	21	32	82	14	30	10	23	71	41	57	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ402654.1.1428	26	18	12	40	7	12	21	11	7	13	9	11	11	7	5	3	4	32	6	8	9	5	9	3	3	4	6	6	5	2	0	5	6	3	3	2	7	21	8	11	17	16	22	16	26	33	28	19	38	29	38	37	32	33	24	35	33	16	28	31	34	20	30	17	13	20
OTU_dn_109	22	42	18	32	21	24	11	23	21	34	17	14	29	13	15	14	26	26	17	12	5	14	21	17	14	11	15	1	4	13	4	11	2	2	1	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	2	0	1	0
OTU_dn_4579	55	20	35	61	14	8	10	28	1	28	1	4	12	3	0	7	1	45	0	2	2	2	0	0	1	1	3	0	1	0	0	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM061857.1.1419	39	44	17	70	25	40	43	13	23	32	14	24	58	14	21	14	20	38	21	21	31	15	23	7	18	7	36	17	17	8	22	23	45	50	9	42	0	0	0	0	0	0	4	0	0	2	2	0	2	1	2	1	0	3	2	1	2	0	5	0	0	0	0	1	0	1
GQ396977.1.1466	12	15	10	6	32	30	26	8	27	34	32	36	15	7	13	137	21	16	14	29	15	17	26	37	50	21	15	16	11	10	11	23	0	1	0	5	1	0	0	2	46	30	52	36	12	34	15	19	14	21	35	51	8	9	12	29	13	24	24	41	49	34	57	10	29	15
OTU_dn_124	44	18	66	55	9	11	13	7	5	17	4	3	17	9	6	14	16	45	16	2	4	5	13	10	18	12	8	30	5	24	2	4	2	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JX133475.1.1480	11	2	1	5	5	4	5	1	0	3	4	4	2	5	3	2	1	3	2	9	5	1	3	2	0	0	2	6	2	3	1	9	9	16	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_3466	7	0	1	6	2	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM186070.1.1370	47	61	37	40	10	63	11	42	14	48	43	43	55	45	36	12	17	36	24	20	30	16	83	24	32	63	56	16	55	61	16	9	3	4	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF019436.1.1324	22	27	6	20	35	25	40	8	42	34	36	23	43	66	47	18	42	16	39	21	41	39	33	37	31	22	27	86	15	55	26	35	154	139	130	119	47	61	88	77	45	43	75	33	51	64	111	89	98	99	53	96	106	61	61	79	37	57	49	40	36	44	71	65	66	98
JX222861.1.1394	42	5	15	26	1	3	1	1	0	1	1	2	1	3	0	2	1	2	1	6	1	0	3	3	1	1	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY963468.1.1455	12	22	2	16	8	9	13	3	17	13	6	18	10	36	44	3	13	6	15	15	13	19	29	11	16	9	27	16	12	6	12	13	51	55	44	35	107	97	129	94	35	40	24	38	32	13	19	45	18	9	21	20	19	22	13	40	23	28	10	62	16	25	19	33	38	92
HM061916.1.1472	2	6	1	7	7	5	6	0	4	2	2	5	10	14	5	3	7	2	7	3	7	3	7	9	8	5	3	8	7	2	10	5	25	10	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EF126277.1.1517	29	12	5	32	0	1	0	4	0	1	0	0	2	0	0	0	0	7	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
EU861830.1.1525	20	17	9	42	22	24	20	11	44	26	5	25	36	31	18	15	31	22	15	32	35	35	27	12	5	2	23	19	36	18	35	18	31	43	23	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_1285	5	13	0	5	3	0	4	0	1	1	1	0	2	1	1	0	0	3	1	0	0	0	5	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF319157.1.1412	58	138	25	79	109	87	107	36	102	71	77	79	138	118	92	50	91	48	125	60	76	57	82	69	57	56	75	228	59	127	62	102	227	245	211	224	0	2	1	0	2	0	3	1	1	0	2	1	3	1	0	4	6	3	2	3	1	1	4	1	2	2	1	1	0	4
JF266283.1.1362	4	4	1	4	2	6	4	1	13	2	8	6	17	23	18	9	12	2	8	9	3	3	10	11	5	10	18	15	6	27	18	11	30	40	91	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU_dn_1163	34	0	8	15	0	0	0	2	0	2	1	0	1	1	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ003443.1.1458	90	39	40	63	96	198	67	69	1423	88	653	508	239	78	503	515	181	75	190	1413	547	407	89	476	242	219	562	261	794	517	1959	451	6	7	4	8	1	3	5	6	16	11	9	4	0	3	0	1	2	1	6	3	1	2	1	8	1	4	7	12	20	1	7	8	3	0
AB240280.1.1461	58	80	18	50	45	56	68	18	70	31	34	55	90	101	78	53	78	29	103	57	41	46	81	43	38	36	49	120	45	73	69	68	252	249	238	209	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LN890049.1.1402	51	0	14	36	9	0	1	0	1	2	0	0	4	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
