OTU	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900
KC331283.1.1517	35	48	14	49	54	69	65	33	21	65	13	13	46	18	14	6	11	46	12	18	15	12	64	15	9	8	22	0	14	5	16	22	12	7	10	10
AB679972.1.1360	4	4	2	2	0	0	2	0	0	4	0	4	0	3	2	4	0	3	0	1	1	1	1	2	3	0	3	0	2	0	0	0	0	0	0	0
JQ426734.1.1441	35	124	26	98	27	80	97	38	51	53	20	55	81	16	26	53	31	48	37	48	33	14	115	57	67	14	53	26	20	8	13	30	14	3	2	7
DQ984594.1.1484	21	0	31	1	0	1	0	0	1	2	0	1	0	0	0	1	0	7	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1
EU044223.1.1399	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
AF234705.1.1493	1	0	1	2	0	0	0	0	0	1	0	0	4	0	2	0	0	2	0	0	0	0	2	0	4	0	1	3	1	1	1	0	0	2	0	4
OTU_dn_1494	4	4	0	7	3	6	11	2	7	5	0	1	6	5	1	4	1	3	3	3	0	0	0	4	2	0	1	0	3	1	1	0	7	3	1	4
OTU_dn_946	23	8	4	15	3	2	3	5	0	6	1	0	9	1	1	0	48	9	2	4	1	0	2	2	4	1	3	2	0	0	3	0	1	0	1	0
FJ959381.1.1390	7	3	17	0	1	13	4	12	5	8	2	13	2	2	1	18	8	25	4	9	3	28	9	16	34	2	5	14	4	1	3	2	0	2	1	4
GQ500796.1.1445	17	9	7	13	7	5	5	8	2	11	10	11	13	4	7	8	9	11	4	6	1	2	7	8	2	4	2	5	3	4	10	4	13	8	5	9
OTU_dn_446	18	6	33	9	34	23	16	16	17	38	7	12	8	6	10	5	7	29	15	17	16	23	9	17	16	29	20	1	17	0	11	19	0	0	0	0
JF118769.1.1354	6	28	3	19	49	20	24	13	6	21	42	12	30	14	12	19	27	14	13	21	10	6	29	20	26	20	31	65	12	26	7	17	49	32	49	22
HQ864072.1.1487	77	150	27	162	117	127	187	43	88	105	57	62	180	106	120	73	129	55	115	96	111	54	107	97	42	57	114	108	91	79	108	72	121	148	104	119
GQ402654.1.1428	26	18	9	40	7	12	21	12	7	13	9	11	11	7	5	3	4	32	6	8	9	5	9	3	3	4	6	6	5	2	0	5	6	3	3	2
OTU_dn_79	21	41	16	32	21	23	9	22	21	32	16	14	28	13	14	14	26	25	17	12	5	14	21	16	14	11	15	1	4	13	4	11	2	2	1	4
OTU_dn_139	65	24	52	74	18	12	14	39	2	34	2	5	22	4	1	8	1	63	1	3	4	3	1	0	1	2	5	0	1	0	4	4	4	3	3	2
HM061857.1.1419	38	39	15	69	22	35	38	12	21	31	13	22	42	12	18	10	20	35	16	17	24	14	15	4	16	7	30	9	13	8	20	14	29	39	7	34
OTU_dn_68	46	53	68	85	12	36	18	22	8	23	17	6	36	19	25	31	26	53	29	5	33	12	30	35	50	18	14	48	20	65	5	7	4	6	0	5
OTU_dn_2608	7	0	1	6	2	0	1	0	2	0	1	0	1	0	1	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	3	1	2	0
JX133475.1.1480	11	2	1	5	5	4	5	1	0	3	4	4	2	5	3	2	1	3	2	9	5	1	3	2	0	0	2	6	2	3	1	9	9	16	6	9
OTU_dn_841	7	7	1	6	0	2	0	3	1	3	3	1	0	3	0	0	1	3	2	0	0	1	5	0	2	3	0	0	0	1	0	0	0	0	0	0
KU713226.1.1348	20	27	5	21	32	23	39	9	43	35	37	24	40	63	49	19	38	14	37	19	40	38	31	39	31	22	25	85	17	50	25	34	145	132	124	117
OTU_dn_367	33	13	5	35	0	1	0	4	0	1	0	0	2	0	0	0	0	7	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
JX222861.1.1394	37	8	14	28	1	0	1	1	0	1	2	1	2	3	0	0	0	1	0	4	0	0	5	1	1	0	3	0	2	0	0	0	0	0	0	0
HM061916.1.1472	2	6	1	7	7	5	6	0	4	2	2	5	10	14	5	3	7	2	7	3	7	3	7	9	8	5	3	8	6	2	10	5	24	10	8	11
EU335245.1.1493	13	24	3	18	9	9	14	3	18	13	6	18	12	38	48	5	15	6	14	16	14	19	31	12	19	10	29	17	12	6	15	13	52	56	44	36
EU861830.1.1525	9	6	6	22	11	14	15	9	33	16	3	18	20	19	14	7	26	11	7	23	28	25	18	5	3	1	19	18	25	16	24	10	25	34	16	18
OTU_dn_168	3	6	1	3	5	4	3	2	7	2	2	1	1	11	3	1	2	1	5	2	6	1	7	9	2	2	6	14	3	2	3	6	14	16	13	16
OTU_dn_1171	6	14	0	5	3	0	4	0	1	1	1	0	2	1	2	0	1	3	0	0	0	0	5	1	1	0	2	0	0	0	0	0	0	0	0	1
OTU_dn_4	126	288	321	107	50	237	81	147	36	203	122	95	181	137	139	42	87	150	134	62	130	82	230	84	137	223	161	55	171	169	70	39	8	2	0	6
JF266283.1.1362	4	4	1	4	2	6	4	1	13	2	8	6	17	23	18	9	12	2	8	9	3	3	10	11	5	10	18	15	6	27	18	11	30	40	91	53
OTU_dn_1666	37	0	8	15	0	0	0	2	0	4	1	0	1	1	1	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HQ003443.1.1458	90	35	37	63	94	194	66	67	1394	86	644	500	234	76	498	511	175	71	186	1397	537	397	86	472	239	206	547	247	776	512	1943	442	6	6	4	7
LN890049.1.1402	46	0	14	36	6	0	1	0	1	2	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0
AB240280.1.1461	61	83	19	53	49	58	74	18	76	34	35	57	90	104	79	57	81	31	104	59	44	46	83	47	42	37	53	132	46	76	70	69	265	261	249	219
HO777920.18.1354	123	584	521	47	15	749	139	125	315	266	1715	536	735	1532	1138	888	550	228	325	6	1889	213	651	851	854	1817	926	517	2011	4177	647	114	1	0	0	0
AB672287.1.1451	11	14	53	22	9	10	4	11	7	27	19	11	16	7	10	1	28	9	14	15	8	10	15	13	33	22	12	37	11	14	5	6	3	2	0	0
FJ946568.1.1290	3	0	0	1	1	3	0	0	3	1	3	1	1	4	2	0	1	0	1	1	6	2	3	0	1	2	1	0	0	3	3	0	6	4	2	11
JF221193.1.1329	59	0	0	2	3	0	1	3	0	0	0	1	3	0	0	1	0	42	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_772	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM062044.1.1420	23	82	11	24	45	91	75	45	44	35	18	34	65	31	41	26	17	45	37	31	33	22	60	43	22	13	38	7	24	20	26	18	51	52	22	31
GQ889484.1.1344	61	13	21	51	8	15	25	15	7	41	6	2	15	4	3	3	2	30	3	11	12	1	5	1	5	1	5	0	2	0	2	0	2	0	0	0
OTU_dn_39	33	13	21	50	14	58	57	14	14	50	19	26	36	29	33	15	27	15	15	29	59	13	29	21	10	10	26	47	44	42	27	11	51	82	71	43
KT283089.1.1481	22	39	10	33	31	11	38	8	19	14	15	21	46	40	40	12	23	13	27	32	31	17	39	10	7	10	30	30	15	19	20	18	42	42	42	37
AB558200.1.1455	8	35	21	11	21	24	38	22	28	17	32	32	24	38	36	50	31	14	28	12	53	36	24	49	19	27	54	55	53	34	70	18	14	10	6	17
KF712544.1.1494	16	29	18	20	6	26	12	20	23	14	20	25	27	17	33	28	27	4	23	13	36	45	20	23	27	26	35	6	34	15	57	14	1	4	2	7
EF516273.1.1477	8	12	4	18	2	4	9	2	12	5	18	13	10	10	12	11	16	4	12	7	8	11	14	7	3	8	19	10	7	14	12	13	29	29	40	25
HM063010.1.1304	4	2	1	2	1	3	3	2	4	2	5	1	1	2	4	0	2	0	0	1	1	0	3	1	2	0	3	6	0	1	1	0	1	1	2	0
GU983314.1.1407	36	94	23	74	45	67	88	28	67	69	32	60	78	65	62	28	55	36	53	43	41	24	61	22	45	25	42	31	36	29	54	39	129	92	87	90
AB672200.1.1463	63	85	16	105	107	44	48	23	24	42	36	20	45	11	18	19	49	16	17	11	24	16	59	42	53	20	34	36	18	11	17	34	36	20	18	11
OTU_dn_796	11	4	2	7	0	1	5	2	0	1	3	6	2	0	4	2	4	0	0	2	1	2	5	2	1	0	4	3	3	5	1	1	10	8	8	11
OTU_dn_605	3	1	1	2	1	0	2	0	0	2	12	1	2	8	9	2	11	1	6	5	10	5	8	5	7	6	9	6	7	2	4	9	31	25	17	20
HM061613.1.1476	13	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AY922028.1.1402	3	3	1	4	1	1	2	0	2	1	2	0	2	6	9	1	1	1	6	3	4	3	4	2	1	1	4	3	1	2	5	1	15	10	9	6
OTU_dn_103	6	15	2	10	8	8	6	2	9	9	0	13	8	14	11	8	10	4	16	8	5	3	11	5	11	5	3	16	6	9	10	10	12	5	15	3
OTU_dn_2555	15	94	75	36	34	24	25	34	15	61	7	12	13	15	21	20	14	94	12	31	2	5	12	7	30	11	6	0	3	8	3	8	0	0	0	1
HM444985.1.1272	4	2	2	0	0	0	0	0	3	3	3	2	1	4	3	0	5	2	4	1	5	1	3	1	3	1	1	0	2	1	2	2	8	7	6	8
GQ263306.1.1429	31	103	16	55	61	70	79	36	56	58	66	61	96	63	81	42	71	46	103	74	51	42	64	60	60	41	57	162	54	65	43	70	116	119	70	95
OTU_dn_854	25	5	0	19	3	13	8	4	0	3	3	0	5	5	0	0	3	8	0	1	2	1	0	0	2	0	3	30	0	0	0	0	0	0	0	1
HE995808.1.1280	100	268	469	401	396	596	776	430	1135	183	518	1155	283	254	606	1119	346	208	613	988	1123	981	453	3981	1784	342	784	484	931	354	1516	253	0	0	0	2
AM411924.1.1307	6	20	15	7	9	10	9	10	8	3	7	10	13	4	6	8	7	13	6	1	6	14	17	9	13	20	9	11	15	4	7	7	0	1	0	0
EF516941.1.1481	12	8	1	0	2	0	4	1	6	1	2	2	3	3	1	2	3	2	13	4	3	2	4	1	2	4	1	5	7	0	0	0	6	4	2	3
HQ118574.1.1498	7	7	2	5	9	13	22	3	5	3	1	2	15	2	5	7	1	10	0	9	3	0	3	1	9	1	2	0	1	0	0	4	0	1	0	0
HK555382.1.1468	34	56	102	58	93	102	63	43	61	102	61	53	65	46	37	30	58	53	47	47	64	75	127	61	47	41	81	83	56	68	61	50	2	7	0	6
OTU_dn_931	5	3	3	4	1	1	1	0	4	3	1	4	10	6	4	1	3	2	6	1	6	4	1	1	1	2	2	0	3	6	4	6	10	10	3	7
JN245761.1.1430	5	7	3	2	2	0	2	1	1	3	7	3	2	2	6	1	0	1	2	0	4	6	2	3	11	4	7	17	3	0	3	3	3	7	7	10
DQ676378.1.1432	6	5	0	10	3	6	3	1	2	7	2	0	8	2	4	6	0	1	2	1	7	2	6	5	10	4	3	4	5	9	0	1	0	0	0	0
EF018176.1.1350	12	30	6	16	13	8	17	9	15	3	6	10	33	24	37	5	12	11	13	6	14	4	33	19	10	10	23	7	11	2	11	7	33	37	25	16
JQ716308.1.1464	5	1	2	5	3	1	1	1	0	4	2	0	2	0	1	1	1	2	0	1	0	1	5	1	0	0	0	5	0	0	0	4	2	1	2	2
HM276789.1.1359	2	4	0	4	4	3	5	2	4	2	2	2	1	3	3	1	3	4	10	5	2	2	3	0	0	1	0	0	0	1	4	6	1	4	1	0
OTU_dn_129	14	60	9	14	1	6	5	6	3	10	19	6	12	10	28	21	9	8	5	6	13	10	19	8	27	16	23	0	12	16	4	6	4	2	4	1
AM162306.1.1496	9	10	4	10	3	6	1	3	16	7	14	12	7	8	18	11	6	6	6	13	19	10	19	12	16	22	27	45	12	38	9	6	0	0	0	0
OTU_dn_286	1	4	0	1	6	2	2	0	11	1	5	4	5	6	1	2	7	0	8	7	3	4	2	5	2	1	3	12	5	8	7	4	12	6	6	6
HQ118264.1.1458	9	22	4	17	33	21	47	8	33	23	24	23	32	36	25	23	27	13	42	24	28	24	28	25	19	11	17	89	18	42	33	37	70	68	48	62
AM084897.1.1289	10	10	1	21	4	13	11	3	7	3	11	6	7	19	14	14	13	4	14	10	17	21	7	5	6	8	9	33	4	6	14	5	37	38	19	33
EF018272.1.1351	10	23	4	6	6	19	25	4	15	10	6	15	21	16	19	3	10	7	14	9	7	10	17	9	8	4	5	26	3	8	5	9	11	19	18	15
GQ015160.1.1315	8	12	1	10	16	14	15	4	8	12	12	10	15	7	10	3	14	12	5	9	13	9	9	2	10	8	12	9	9	2	8	9	11	10	11	18
JQ769799.1.1519	47	8	34	31	1	6	8	4	2	2	10	3	3	4	6	3	3	7	2	0	3	1	5	4	11	2	7	2	3	29	1	0	1	0	0	0
JN023240.1.1451	15	13	5	11	6	7	12	3	6	10	22	10	14	21	11	18	25	7	15	11	7	7	6	10	9	6	17	15	7	4	10	19	19	14	9	11
DQ346512.1.1519	2	1	0	0	9	1	0	1	7	0	6	2	1	8	4	8	12	0	2	5	4	4	3	6	1	1	4	0	6	4	8	10	0	0	1	0
GU172196.1.1482	34	102	19	53	51	61	86	27	68	41	31	105	104	148	105	38	60	29	91	44	58	55	69	45	53	57	86	68	44	49	60	56	139	145	91	125
GQ397052.1.1443	12	38	13	7	1	6	7	16	3	9	21	18	20	11	13	8	12	22	6	10	10	15	15	11	19	22	29	0	6	29	4	1	5	2	6	7
OTU_dn_165	36	54	9	39	0	8	4	14	6	7	10	4	20	8	14	9	14	17	10	1	9	4	21	8	17	6	11	8	8	8	0	5	3	8	1	8
JN869177.1.1525	7	16	11	10	10	12	5	8	8	14	32	7	25	11	14	21	24	11	14	4	25	18	18	21	32	15	14	6	8	12	4	9	16	8	4	3
OTU_dn_44	9	33	7	24	31	17	37	20	21	19	15	22	25	21	32	14	23	14	28	27	23	17	21	29	17	9	24	27	12	11	24	21	18	8	8	4
OTU_dn_2632	132	218	94	218	196	228	229	119	113	199	73	143	264	78	108	97	100	155	96	96	108	87	288	171	102	64	183	147	108	60	112	81	16	21	36	28
OTU_dn_313	44	17	145	34	22	23	11	62	18	42	2	40	7	5	6	2	2	29	9	36	15	10	20	19	10	40	21	0	11	0	29	4	0	0	0	0
AY960778.1.1481	22	15	5	25	10	14	16	6	25	7	5	14	21	36	38	5	20	2	27	6	14	11	12	12	13	11	29	14	15	11	13	15	51	66	42	38
HQ119320.1.1497	6	1	30	12	0	0	0	1	0	2	0	0	1	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2596	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
HQ597046.1.1477	28	109	43	60	116	89	106	64	115	69	44	88	135	81	73	88	78	69	118	167	83	54	95	65	70	39	70	42	80	37	85	100	60	94	37	88
HQ462497.1.1302	14	41	4	32	47	26	44	12	39	12	24	37	46	56	67	32	45	11	32	32	23	24	26	25	21	38	43	80	25	34	41	26	105	61	72	60
KM205489.1.1410	53	214	27	86	24	94	60	96	33	75	131	48	139	45	62	39	43	138	29	22	85	46	200	72	130	84	101	17	37	58	20	33	16	9	12	19
JQ977234.1.1397	103	186	96	77	58	315	137	128	52	57	138	140	55	67	29	78	89	79	31	35	130	102	170	171	109	73	239	87	66	37	80	40	2	0	0	1
EF492966.1.1516	4	6	2	4	3	2	3	0	1	2	0	5	1	3	4	0	0	1	3	2	0	2	5	3	3	5	1	6	1	2	4	2	9	6	11	7
JN002789.1.1405	2	0	2	4	5	1	2	2	4	2	2	6	3	7	2	3	6	3	5	8	8	4	6	6	1	3	5	6	3	0	0	4	11	13	8	6
OTU_dn_4359	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
OTU_dn_5007	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
OTU_dn_53	6	12	7	3	2	4	10	9	8	9	7	16	5	24	11	3	18	6	12	10	6	4	18	9	9	8	6	16	3	12	12	12	84	46	64	65
HQ863992.1.1526	47	77	12	77	71	100	98	35	85	61	30	82	132	74	87	57	76	36	102	87	107	75	88	36	28	38	52	51	82	47	68	72	73	82	52	74
OTU_dn_243	7	12	0	8	7	3	6	9	1	6	4	2	3	8	3	4	3	1	4	6	3	3	3	6	4	4	7	0	5	4	4	5	8	7	8	9
OTU_dn_339	2	9	1	4	4	4	10	1	3	0	2	4	3	5	4	2	4	1	4	3	6	5	5	2	0	6	6	0	4	3	7	0	4	2	6	3
JN387279.1.1235	33	117	44	39	107	80	57	55	41	124	31	45	93	36	42	23	51	64	49	30	38	31	98	44	38	31	43	51	26	19	23	37	32	32	22	20
HQ397514.1.1513	8	15	2	9	5	3	7	5	0	7	0	1	5	1	0	18	0	18	0	0	0	0	13	0	0	1	5	0	0	0	0	0	6	0	0	0
JQ978519.1.1496	10	26	3	15	5	9	43	7	11	11	5	16	24	15	20	13	28	1	24	14	5	3	9	23	5	3	10	44	3	16	6	15	10	12	9	22
FJ812378.1.1405	77	0	144	74	79	7	4	41	2	147	0	0	48	0	1	3	1	46	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1
HM127569.1.1461	59	52	159	42	170	30	31	60	176	170	38	61	94	30	51	21	52	59	55	65	84	94	72	51	84	41	88	110	52	66	101	52	3	4	4	3
OTU_dn_3	196	446	357	112	167	608	410	232	119	233	68	99	261	66	108	53	45	286	105	59	143	55	448	143	100	104	214	46	159	54	64	44	1	5	0	4
EF018963.1.1358	1	1	1	2	3	0	3	0	1	1	0	0	0	3	4	1	2	0	2	0	0	2	2	2	2	3	1	5	3	4	1	2	1	2	3	0
OTU_dn_2136	3	3	1	1	2	4	0	2	1	0	1	1	2	0	3	0	1	0	1	2	2	0	1	1	0	0	0	0	3	0	2	1	0	0	0	0
AM711522.1.1465	225	0	0	0	0	1	0	0	0	0	4	100	0	0	0	27	0	0	0	11	2	0	0	0	54	0	1	0	2	0	0	0	0	0	0	5
FJ004714.1.1374	8	30	7	19	24	17	29	10	18	29	20	34	31	41	31	5	39	9	20	18	27	22	23	18	15	18	35	38	17	23	10	26	31	18	31	26
GQ214115.1.1475	78	175	23	89	142	73	151	50	122	83	81	115	134	155	142	75	109	33	147	97	94	62	95	92	71	67	111	138	57	82	104	110	176	191	115	132
GQ408915.1.1434	6	7	22	1	7	10	7	4	52	8	26	16	2	16	5	17	12	192	8	22	13	28	7	45	26	8	20	25	92	0	28	15	3	3	4	3
KC172237.1.1459	15	0	0	0	0	1	1	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0	4	2	1	0	0	0	0	0	0	0	0	0
EF018328.1.1393	5	8	0	8	12	3	6	4	11	8	1	9	14	11	12	6	6	2	3	3	4	6	7	6	0	1	6	3	8	4	9	4	8	28	8	13
OTU_dn_1467	18	2	20	3	1	0	0	0	0	1	0	3	0	0	1	2	0	3	0	2	3	0	2	1	0	3	0	0	1	0	0	0	0	0	0	0
HQ118220.1.1487	162	188	100	331	13	154	69	172	16	167	80	45	174	39	40	39	13	190	14	11	40	16	138	50	97	93	71	20	20	12	13	18	2	1	1	3
OTU_dn_310	7	10	2	7	10	5	13	8	17	8	0	12	6	26	19	8	7	2	19	8	18	16	15	5	1	6	8	6	13	2	11	11	37	36	31	27
EF516075.1.1495	7	8	1	12	7	1	2	2	1	1	0	1	4	5	5	3	4	1	7	3	3	7	2	3	4	2	3	8	1	5	2	1	6	5	9	8
EF018557.1.1409	5	1	2	12	8	19	11	10	24	18	1	10	20	8	16	3	9	3	17	20	13	16	6	11	1	8	7	13	20	3	16	6	14	17	9	11
EA273514.1.1292	8	11	1	10	3	15	9	3	13	12	5	13	14	5	10	4	11	4	8	5	7	2	16	8	6	7	6	10	3	8	4	8	5	7	6	5
OTU_dn_506	9	0	4	17	7	23	6	12	4	3	0	0	0	0	0	2	0	81	0	0	1	0	3	0	2	0	1	0	2	0	0	0	0	0	0	0
LN680467.1.1210	33	68	14	23	106	31	56	16	34	25	48	20	41	26	35	16	60	56	33	29	34	44	63	33	46	30	44	113	24	42	25	35	23	21	23	14
FN546860.1.1411	48	86	46	72	145	255	98	91	79	151	53	75	118	50	50	29	98	68	53	88	65	94	132	68	97	79	80	188	106	54	39	81	4	4	8	8
CP003548.546634.548110	39	7	1	8	0	0	3	0	1	0	34	284	4	23	97	634	0	65	0	41	2	0	0	0	103	0	0	0	0	0	1	0	0	0	0	9
FR675957.1.1392	21	42	21	19	65	55	60	32	61	49	79	48	74	40	45	66	91	41	69	47	60	60	61	125	110	56	77	140	56	67	38	91	44	45	44	25
HQ120032.1.1506	8	4	1	5	2	5	1	3	9	3	3	9	2	1	1	8	4	4	2	2	7	1	11	4	7	0	6	0	2	0	2	2	0	3	2	1
KC358653.1.1263	125	195	105	96	60	337	73	154	12	201	46	36	169	35	28	8	34	250	39	29	58	27	91	51	41	65	87	13	86	41	45	23	1	1	1	2
JN409248.1.1445	36	86	10	61	47	64	68	39	57	25	16	73	61	57	46	58	38	42	57	71	35	35	70	58	48	24	58	29	54	19	38	36	46	46	43	52
JX223047.1.1489	29	23	44	11	45	23	21	23	13	44	55	15	99	7	13	51	111	50	27	32	66	62	6	32	122	54	12	58	59	32	36	71	3	1	0	1
HM445535.1.1369	4	2	3	0	0	1	0	0	1	0	5	2	0	4	0	3	6	1	3	2	2	0	0	0	5	4	0	15	0	1	1	3	13	14	31	14
HQ639453.1.1439	7	0	0	0	0	16	1	4	0	0	0	0	0	0	0	1	0	18	2	277	13	0	0	0	0	1	0	6	0	0	4	0	0	0	0	0
GQ396977.1.1466	10	14	9	6	30	31	26	8	27	34	31	36	15	8	12	137	21	16	13	29	15	15	26	35	49	20	15	16	11	10	11	24	0	1	0	5
OTU_dn_1148	5	2	1	4	1	0	3	0	2	0	1	0	2	0	0	0	0	2	1	0	1	1	1	0	0	0	4	0	0	3	0	0	1	0	0	1
OTU_dn_6077	4	5	3	4	3	0	1	3	0	1	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_157	50	116	21	48	40	54	45	65	17	79	26	30	71	30	23	13	39	63	21	23	20	21	44	25	53	29	24	16	6	9	13	23	7	8	5	10
HM186099.1.1282	25	31	19	30	41	60	39	25	67	25	39	30	35	24	33	19	43	17	31	19	46	33	27	69	21	21	72	19	210	52	40	18	7	2	0	9
JX489856.1.1463	12	24	5	13	16	16	22	11	13	11	4	12	22	13	6	7	8	17	7	17	12	3	23	6	21	2	10	0	11	0	11	4	9	7	4	9
GQ388802.1.1462	29	41	24	24	27	22	17	11	15	27	14	20	19	11	9	5	8	14	9	11	3	6	11	3	9	3	17	7	4	15	7	11	9	6	6	9
OTU_dn_320	11	27	1	14	7	19	37	9	6	12	1	2	21	3	6	7	1	9	7	6	8	5	17	2	6	0	5	5	1	0	8	3	1	3	3	2
HM062298.1.1447	6	0	3	2	1	1	0	0	2	1	1	2	4	5	13	2	0	1	9	3	4	2	1	3	6	3	7	21	7	4	3	0	16	18	25	25
FJ592888.1.1381	12	28	10	5	10	19	17	6	21	25	14	6	16	23	29	13	17	33	12	20	21	26	32	16	5	22	17	30	8	22	23	9	10	17	21	38
LN680475.1.1301	3	2	1	1	2	8	5	2	2	5	3	1	6	2	5	0	4	1	2	1	5	2	0	1	3	6	2	0	1	7	3	2	4	6	10	3
AM935237.1.1333	1	4	0	1	1	0	2	4	2	7	2	0	1	3	1	0	1	0	2	2	0	0	1	0	0	4	3	0	0	1	1	1	4	3	5	0
JQ723651.1.1481	11	10	7	25	0	7	21	5	0	1	1	0	4	3	0	0	0	5	1	0	0	0	10	0	0	0	1	7	1	0	0	0	3	1	6	4
KJ191776.1.1462	6	12	1	2	5	8	6	8	7	6	1	11	5	15	9	5	4	0	7	6	11	4	7	4	1	4	7	9	8	2	6	5	17	23	8	16
HM069115.1.1497	36	108	32	20	58	174	97	71	190	80	114	188	89	142	118	122	278	93	176	261	189	197	160	155	161	219	233	314	289	141	164	195	15	19	15	18
OTU_dn_38	21	22	8	26	20	62	32	7	31	17	18	16	17	20	40	24	22	16	30	19	30	27	16	20	14	12	39	6	25	13	32	10	39	33	13	32
OTU_dn_241	56	64	2	34	4	6	10	2	0	7	3	0	2	1	2	3	4	1	0	1	1	1	0	3	4	0	4	0	1	1	1	3	0	0	0	0
EF516401.1.1492	48	49	41	70	98	88	82	55	93	73	22	57	118	61	48	27	78	41	94	60	99	75	72	49	35	18	67	62	77	29	94	46	49	67	65	62
JF796755.1.1376	11	31	9	10	24	17	26	13	67	13	37	42	28	50	41	35	52	12	49	57	38	36	42	35	28	35	39	43	34	29	41	26	42	60	6	36
JN391753.1.1499	41	213	70	52	43	106	61	51	46	114	301	315	120	88	149	69	76	80	50	53	183	39	367	158	167	270	178	95	27	100	122	52	1	4	1	3
AB637077.1.1479	26	40	14	59	5	16	19	15	13	19	6	13	21	18	7	20	8	32	12	12	16	13	19	10	19	8	27	2	12	0	12	5	3	6	2	11
KM882667.1.1291	2	8	1	1	1	4	3	1	4	1	4	7	6	7	11	6	5	0	8	6	5	1	2	6	2	2	4	1	1	6	5	3	20	16	6	10
EU134826.1.1365	27	83	5	45	49	36	84	13	35	17	22	66	58	46	49	19	35	13	36	24	36	29	37	46	24	24	38	37	23	27	28	37	28	11	25	30
FJ950569.1.1333	5	1	0	0	0	0	0	0	1	0	0	2	1	0	0	12	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	1	0	1
JX644390.1.1411	22	20	31	17	12	23	11	22	13	32	13	31	13	13	19	4	13	31	7	21	14	20	23	19	11	17	22	0	38	0	16	16	0	0	0	0
OTU_dn_5	41	201	67	70	92	158	150	122	65	146	61	116	130	94	78	28	67	117	107	58	86	80	164	64	63	46	94	45	61	36	70	26	50	60	21	44
GQ889439.1.1385	2	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0
EF516601.1.1434	5	26	6	12	19	9	8	8	21	14	12	12	27	9	26	5	4	6	8	2	14	6	25	8	8	3	7	0	10	7	3	6	4	17	6	8
OTU_dn_4084	20	0	9	17	0	3	0	6	0	6	1	0	0	0	1	0	2	3	0	1	2	0	1	1	1	0	1	0	3	0	0	0	0	0	0	0
OTU_dn_40	23	27	4	35	29	25	42	12	13	22	9	8	21	14	17	5	13	17	13	6	23	20	18	7	25	9	18	8	14	5	18	8	3	7	2	12
GU983340.1.1466	9	22	4	15	11	7	22	8	13	6	8	9	21	21	19	8	10	5	9	9	6	7	9	8	6	7	11	18	9	13	12	10	32	20	44	43
OTU_dn_5080	2	2	0	3	0	1	2	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	5	1	0	0	0	0	0	2	0
HM262861.1.1335	25	33	48	44	49	16	46	49	12	52	4	11	48	7	9	5	11	54	5	4	10	7	8	16	12	13	11	4	3	0	7	5	0	0	0	0
JF681415.1.1238	13	41	7	23	9	2	8	1	2	15	7	3	9	2	0	5	1	2	1	1	4	3	20	4	1	2	2	0	1	4	0	3	0	0	1	3
